Code,Description,Category,Active,Unit,Retail - Exclusive,Retail - Inclusive,Wholesale - Exclusive,Wholesale - Inclusive,Physical,Text User Field 1,Text User Field 2,Text User Field 3,Numeric User Field 1,Numeric User Field 2,Numeric User Field 3,Date User Field 1,Date User Field 2,Date User Field 3,Yes/No User Field 1,Yes/No User Field 2,Yes/No User Field 3,VAT Type Sales,VAT Type Purchases,Cost,Quantity,Sales Account,Purchases Account
DW-UTI-FA-PN-AB-36-B,Dromex Utility Pants Airforce Fa,,True,1,750.75,863.3625,721.875,830.16,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-FA-PN-AB-38-B,Dromex Utility Pants Airforce Fa,,True,1,750.75,863.3625,721.875,830.16,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-FA-PN-AB-40-B,Dromex Utility Pants Airforce Fa,,True,1,750.75,863.3625,721.875,830.16,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-FA-PN-AB-42-B,Dromex Utility Pants Airforce Fa,,True,1,750.75,863.3625,721.875,830.16,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-FA-PN-AB-44-B,Dromex Utility Pants Airforce Fa,,True,1,750.75,863.3625,721.875,830.16,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-FA-PN-AB-46-B,Dromex Utility Pants Airforce Fa,,True,1,750.75,863.3625,721.875,830.16,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-FA-PN-AB-48-B,Dromex Utility Pants Airforce Fa,,True,1,750.75,863.3625,721.875,830.16,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-FA-PN-AB-50-B,Dromex Utility Pants Airforce Fa,,True,1,750.75,863.3625,721.875,830.16,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-FA-J-AB-S-B,Dromex Utility Jackets Airforce Fa,,True,1,822.25,945.5875,790.625,909.22,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-FA-J-AB-M-B,Dromex Utility Jackets Airforce Fa,,True,1,822.25,945.5875,790.625,909.22,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-FA-J-AB-L-B,Dromex Utility Jackets Airforce Fa,,True,1,822.25,945.5875,790.625,909.22,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-FA-J-AB-XL-B,Dromex Utility Jackets Airforce Fa,,True,1,822.25,945.5875,790.625,909.22,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-FA-J-AB-2XL-B,Dromex Utility Jackets Airforce Fa,,True,1,822.25,945.5875,790.625,909.22,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-FA-J-AB-3XL-B,Dromex Utility Jackets Airforce Fa,,True,1,822.25,945.5875,790.625,909.22,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-KPN-28-BLK,Dromex Utility Pants with Knee Pad Pocket,,True,1,615.0,707.25,591.0,679.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-KPN-30-BLK,Dromex Utility Pants with Knee Pad Pocket,,True,1,615.0,707.25,591.0,679.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-KPN-32-BLK,Dromex Utility Pants with Knee Pad Pocket,,True,1,615.0,707.25,591.0,679.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-KPN-34-BLK,Dromex Utility Pants with Knee Pad Pocket,,True,1,615.0,707.25,591.0,679.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-KPN-36-BLK,Dromex Utility Pants with Knee Pad Pocket,,True,1,615.0,707.25,591.0,679.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-KPN-38-BLK,Dromex Utility Pants with Knee Pad Pocket,,True,1,615.0,707.25,591.0,679.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-KPN-40-BLK,Dromex Utility Pants with Knee Pad Pocket,,True,1,615.0,707.25,591.0,679.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-KPN-42-BLK,Dromex Utility Pants with Knee Pad Pocket,,True,1,615.0,707.25,591.0,679.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-KPN-44-BLK,Dromex Utility Pants with Knee Pad Pocket,,True,1,615.0,707.25,591.0,679.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-KPN-46-BLK,Dromex Utility Pants with Knee Pad Pocket,,True,1,615.0,707.25,591.0,679.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-KPN-48-BLK,Dromex Utility Pants with Knee Pad Pocket,,True,1,615.0,707.25,591.0,679.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-UTI-KPN-50-BLK,Dromex Utility Pants with Knee Pad Pocket,,True,1,615.0,707.25,591.0,679.65,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYB-RB-S32-32-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits Conti Suit,,True,1,133.0,152.95,128.0,147.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYB-RB-S32-34-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits Conti Suit,,True,1,133.0,152.95,128.0,147.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYB-RB-S32-36-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits Conti Suit,,True,1,133.0,152.95,128.0,147.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYB-RB-S32-38-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits Conti Suit,,True,1,133.0,152.95,128.0,147.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYB-RB-S32-40-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits Conti Suit,,True,1,133.0,152.95,128.0,147.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYB-RB-S32-42-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits Conti Suit,,True,1,133.0,152.95,128.0,147.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYB-RB-S32-44-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits Conti Suit,,True,1,133.0,152.95,128.0,147.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYB-RB-S32-46-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits Conti Suit,,True,1,133.0,152.95,128.0,147.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYB-RB-S32-48-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits Conti Suit,,True,1,133.0,152.95,128.0,147.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYB-RB-S32-50-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits Conti Suit,,True,1,133.0,152.95,128.0,147.2,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYBRT-RB-S32-32-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits with Reflective Tape,,True,1,150.0,172.5,144.0,165.6,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYBRT-RB-S32-34-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits with Reflective Tape,,True,1,150.0,172.5,144.0,165.6,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYBRT-RB-S32-36-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits with Reflective Tape,,True,1,150.0,172.5,144.0,165.6,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYBRT-RB-S32-38-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits with Reflective Tape,,True,1,150.0,172.5,144.0,165.6,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYBRT-RB-S32-40-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits with Reflective Tape,,True,1,150.0,172.5,144.0,165.6,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYBRT-RB-S32-42-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits with Reflective Tape,,True,1,150.0,172.5,144.0,165.6,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYBRT-RB-S32-44-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits with Reflective Tape,,True,1,150.0,172.5,144.0,165.6,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYBRT-RB-S32-46-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits with Reflective Tape,,True,1,150.0,172.5,144.0,165.6,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYBRT-RB-S32-48-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits with Reflective Tape,,True,1,150.0,172.5,144.0,165.6,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HYBRT-RB-S32-50-RYB,Dromex Polycotton Two Piece Hybrid Conti Suits with Reflective Tape,,True,1,150.0,172.5,144.0,165.6,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-30,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-32,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-34,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-36,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-38,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-40,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-42,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-44,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-46,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-48,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-50,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-52,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-54,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-56,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-58,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-J-60,Dromex 65/35 Polycotton HACCP Compliant Conti Jacket,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-26,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-28,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-30,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-32,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-34,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-36,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-38,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-40,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-42,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-44,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-46,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-48,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-50,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-52,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-54,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-P-56,Dromex 65/35 Polycotton HACCP Compliant Pants Conti Pants,,True,1,157.3,180.895,151.25,173.94,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-DC-XS,Dromex HACCP Compliant Dust Coats,,True,1,265.0,304.75,254.0,292.1,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-DC-S,Dromex HACCP Compliant Dust Coats,,True,1,265.0,304.75,254.0,292.1,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-DC-M,Dromex HACCP Compliant Dust Coats,,True,1,265.0,304.75,254.0,292.1,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-DC-L,Dromex HACCP Compliant Dust Coats,,True,1,265.0,304.75,254.0,292.1,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-DC-XL,Dromex HACCP Compliant Dust Coats,,True,1,264.55,304.2325,254.375,292.53,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-DC-2XL,Dromex HACCP Compliant Dust Coats,,True,1,264.55,304.2325,254.375,292.53,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-HACCP-DC-3XL,Dromex HACCP Compliant Dust Coats,,True,1,264.55,304.2325,254.375,292.53,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-30,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-32,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-34,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-36,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-38,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-40,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-42,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-44,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-46,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-48,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-50,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-52,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-54,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-56,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-58,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-60,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-62,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIRB-S30-64,Dromex Polycotton Two Piece Conti Suits Royal Conti Suit,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIXX-S30-30,Dromex Polycotton Two Piece Conti Suits,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIXX-S30-32,Dromex Polycotton Two Piece Conti Suits,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIXX-S30-34,Dromex Polycotton Two Piece Conti Suits,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
DW-CONTIXX-S30-36,Dromex Polycotton Two Piece Conti Suits,,True,1,167.0,192.05,161.0,185.15,,,,,,,,,,,False,False,False,Standard Rate,Standard Rate,,10,,
